,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best.of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
5126,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Delgado R.,Bogomolov Jr.A.,136,226,6,3,6,7,0,6,6,4,7,5,3,2,Completed
5137,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Gimelstob J.,Kempes E.,130,249,6,4,3,6,6,3,6,7,6,3,3,2,Completed
5138,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Mathieu P.H.,28,77,2,6,7,6,3,6,6,4,6,4,3,2,Completed
5140,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Sanchez D.,3,61,7,6,3,6,3,6,6,4,7,5,3,2,Completed
5142,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Heuberger I.,Saoudi S.,128,250,6,4,2,6,7,5,3,6,7,6,3,2,Completed
5144,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Ancic M.,52,116,4,6,6,3,7,6,5,7,3,2,2,2,Retired
5146,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Stepanek R.,72,74,6,7,6,4,2,6,6,2,6,1,3,2,Completed
5148,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Levy H.,Pavel A.,321,30,1,6,7,6,4,6,6,3,6,4,3,2,Completed
5160,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Norman D.,Ulihrach B.,134,79,4,6,4,6,6,4,7,6,6,4,3,2,Completed
5166,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Zabaleta M.,32,36,6,2,6,7,7,5,4,6,7,6,3,2,Completed
5169,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Kiefer N.,2,64,6,3,4,6,4,6,6,4,7,6,3,2,Completed
5173,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Dent T.,83,56,3,6,6,3,6,0,1,6,6,3,3,2,Completed
5175,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Golmard J.,69,100,4,6,2,6,6,1,6,3,6,2,3,2,Completed
5182,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Grosjean S.,43,10,6,3,3,6,4,6,6,2,6,4,3,2,Completed
5189,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Costa A.,39,8,1,6,6,7,6,4,7,5,6,4,3,2,Completed
5204,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Meligeni F.,32,60,4,6,6,3,6,3,4,6,6,2,3,2,Completed
5206,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,2nd Round,5,Rusedski G.,Srichaphan P.,35,33,3,6,7,6,7,6,6,7,6,4,3,2,Completed
5208,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Popp A.,92,89,2,6,6,3,6,4,6,7,6,4,3,2,Completed
5219,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Enqvist T.,3,29,6,4,3,6,3,6,6,4,6,4,3,2,Completed
5220,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Blake J.,1,26,6,7,6,3,6,4,3,6,6,3,3,2,Completed
5225,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Rusedski G.,17,35,7,6,4,6,7,6,3,6,6,4,3,2,Completed
5238,51,New York,US Open August,26/08/2002,Grand Slam,Outdoor,Hard,Quarterfinals,5,Schalken S.,Gonzalez F.,25,28,6,7,6,3,6,3,6,7,7,6,3,2,Completed
5251,51,New York,US Open August,26/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Beck K.,57,71,4,6,6,3,7,5,3,6,6,4,3,2,Completed
5258,51,New York,US Open August,26/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Horna L.,85,76,6,4,4,6,3,6,7,5,6,1,3,2,Completed
5266,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Young D.,9,102,6,1,3,6,6,1,4,6,6,4,3,2,Completed
5267,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Cipolla F.,Hernych J.,142,120,6,7,6,4,2,6,7,6,7,6,3,2,Completed
5271,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Lapentti N.,73,65,6,4,1,6,4,6,6,4,6,3,3,2,Completed
5272,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Gasquet R.,39,12,6,7,6,4,5,7,7,5,6,2,3,2,Completed
5277,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Lee H.T.,31,101,6,3,7,5,3,6,3,6,6,3,3,2,Completed
5278,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Spadea V.,44,110,3,6,6,2,6,3,4,6,6,4,3,2,Completed
5287,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Reynolds B.,Zib T.,89,292,6,4,6,7,2,6,6,4,7,6,3,2,Completed
5288,51,New York,US Open August,26/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Alves T.,Capdeville P.,137,127,4,6,1,6,6,1,7,6,6,4,3,2,Completed
5292,51,New York,US Open August,26/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Ramos A.,52,75,6,3,3,6,4,6,7,6,6,3,3,2,Completed
5293,51,New York,US Open August,26/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Rufin G.,Struff J.L.,91,96,7,6,6,3,2,6,2,6,6,1,3,2,Completed
5297,51,New York,US Open August,26/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Williams R.,42,115,6,3,4,6,1,6,7,5,6,0,3,2,Completed
5300,51,New York,US Open August,26/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Haider-Maurer A.,Gulbis E.,88,33,3,6,6,3,1,6,7,6,6,4,3,2,Completed
5303,51,New York,US Open August,26/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Verdasco F.,38,30,6,3,7,5,1,6,4,6,6,3,3,2,Completed
5305,51,New York,US Open August,26/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Kuznetsov An.,77,83,7,6,6,3,6,7,5,7,6,4,3,2,Completed
5310,51,New York,US Open August,26/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Gonzalez M.,57,82,6,2,4,6,6,4,4,6,6,3,3,2,Completed
5318,51,New York,US Open August,26/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Kukushkin M.,77,50,2,6,3,6,6,3,6,3,7,5,3,2,Completed
5325,51,New York,US Open August,26/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Haider-Maurer A.,19,110,5,7,7,6,1,6,7,5,6,1,3,2,Completed
5334,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Calleri A.,28,101,6,3,6,3,4,6,5,7,6,3,3,2,Completed
5338,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Brasington J.,Pozzi G.,223,108,6,3,6,4,2,6,3,6,7,6,3,2,Completed
5347,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,di Pasquale A.,5,82,1,6,6,3,2,6,7,6,6,0,3,2,Completed
5350,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Gimelstob J.,Tabara M.,174,50,6,4,6,3,4,6,4,6,6,2,3,2,Completed
5354,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Vacek J.,9,107,6,3,6,2,6,7,3,6,6,3,3,2,Completed
5357,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Ilie A.,Koubek S.,88,84,2,6,6,3,1,6,6,3,6,3,3,2,Completed
5360,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Kratochvil M.,7,68,1,6,6,1,5,7,6,4,6,4,3,2,Completed
5388,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Lee M.,24,112,3,6,6,4,6,4,3,6,6,3,3,2,Completed
5393,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,1st Round,5,Voltchkov V.,Ferreira W.,78,36,4,6,6,3,7,6,1,6,6,4,3,2,Completed
5402,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,2nd Round,5,Delgado R.,Schuettler R.,119,59,6,4,6,7,7,6,2,6,6,2,3,2,Completed
5407,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Blake J.,4,95,6,4,3,6,2,6,6,3,6,0,3,2,Completed
5410,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Bastl G.,7,120,2,6,5,7,6,1,6,4,6,3,3,2,Completed
5416,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Escude N.,80,31,4,6,6,3,4,6,6,3,7,5,3,2,Completed
5437,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,3rd Round,5,Kuerten G.,Mirnyi M.,1,44,6,7,5,7,7,6,7,6,6,2,3,2,Completed
5438,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,3rd Round,5,Malisse X.,Henman T.,43,9,6,7,6,3,7,5,4,6,6,4,3,2,Completed
5440,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Ferrero J.C.,39,5,7,6,4,6,6,4,4,6,7,6,3,2,Completed
5453,53,New York,US Open August,27/08/2001,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Roddick A.,4,18,6,7,6,3,6,4,3,6,6,4,3,2,Completed
5460,51,New York,US Open August,27/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Kuerten G.,174,14,5,7,6,2,6,2,4,6,7,6,3,2,Completed
5467,51,New York,US Open August,27/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Youzhny M.,64,36,5,7,6,4,3,6,6,3,7,5,3,2,Completed
5474,51,New York,US Open August,27/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Ancic M.,10,74,3,6,6,3,5,7,6,2,6,2,3,2,Completed
5475,51,New York,US Open August,27/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Norman M.,94,77,6,2,6,2,6,7,0,6,7,6,3,2,Completed
5483,51,New York,US Open August,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Petzschner P.,Becker B.,290,50,2,6,3,6,6,4,6,4,6,1,3,2,Completed
5493,51,New York,US Open August,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Hrbaty D.,43,36,6,7,6,4,7,5,6,7,6,4,3,2,Completed
5496,51,New York,US Open August,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Capdeville P.,Schuettler R.,120,145,5,7,6,3,6,7,6,4,6,3,3,2,Completed
5498,51,New York,US Open August,27/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Mathieu P.H.,34,20,3,6,1,6,6,4,6,3,6,3,3,2,Completed
5509,51,New York,US Open August,27/08/2008,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Benneteau J.,24,57,4,6,7,5,6,3,6,7,6,2,3,2,Completed
5519,51,New York,US Open August,27/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Reynolds B.,179,151,1,6,6,4,6,2,4,6,6,4,3,2,Completed
5526,51,New York,US Open August,27/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Andreev I.,128,100,2,6,4,6,7,6,7,6,6,1,3,2,Completed
5538,51,New York,US Open August,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Dimitrov G.,95,29,3,6,6,3,6,4,5,7,6,2,3,2,Completed
5539,51,New York,US Open August,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Stakhovsky S.,36,94,6,4,4,6,6,2,4,6,6,4,3,2,Completed
5547,51,New York,US Open August,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Berlocq C.,Giraldo S.,48,85,6,3,3,6,6,7,6,4,6,2,3,2,Completed
5549,51,New York,US Open August,27/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Dutra Silva R.,Pospisil V.,134,40,4,6,3,6,7,6,6,2,7,6,3,2,Completed
5561,51,New York,US Open August,27/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Dodig I.,21,53,1,6,7,5,2,6,6,4,1,1,2,2,Retired
5562,51,New York,US Open August,27/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Cuevas P.,20,40,6,3,6,7,4,6,6,2,7,6,3,2,Completed
5565,51,New York,US Open August,27/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Darcis S.,65,364,3,6,2,6,7,6,7,5,6,4,3,2,Completed
5569,51,New York,US Open August,27/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Kudryavtsev A.,Donskoy E.,146,118,2,6,7,6,3,6,6,3,6,4,3,2,Completed
5571,51,New York,US Open August,27/08/2014,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Dancevic F.,38,135,7,6,3,6,6,2,4,6,7,6,3,2,Completed
5578,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Alami K.,El Aynaoui Y.,33,22,6,3,6,4,3,6,2,6,6,3,3,2,Completed
5579,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Hantschk M.,41,92,6,3,6,0,4,6,6,7,6,4,3,2,Completed
5583,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Blanco G.,Rafter P.,114,20,7,6,2,6,6,3,1,6,7,6,3,2,Completed
5593,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Wessels P.,40,89,4,6,4,6,6,3,7,5,3,4,2,2,Retired
5597,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Fish M.,27,348,5,7,5,7,6,4,6,3,6,2,3,2,Completed
5608,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Stanoytchev O.,6,116,6,7,1,6,6,3,6,2,6,3,3,2,Completed
5648,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Gumy H.,12,96,1,6,6,3,6,7,6,2,6,3,3,2,Completed
5651,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Golmard J.,Lapentti N.,48,16,7,6,6,0,2,6,4,6,7,6,3,2,Completed
5667,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Pioline C.,Rusedski G.,10,34,6,7,3,6,6,4,7,6,6,3,3,2,Completed
5669,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Pozzi G.,7,49,6,3,3,6,6,3,3,6,6,4,3,2,Completed
5673,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Arthurs W.,Fromberg R.,102,84,7,6,1,6,6,3,3,6,6,3,3,2,Completed
5674,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Arazi H.,37,41,4,6,6,2,6,3,4,6,1,0,2,2,Retired
5681,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Krajicek R.,Henman T.,23,11,6,4,3,6,4,6,7,5,7,5,3,2,Completed
5685,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Norman M.,Mirnyi M.,3,57,3,6,4,6,7,6,6,4,7,6,3,2,Completed
5687,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,3rd Round,5,Safin M.,Grosjean S.,7,28,6,4,7,6,1,6,3,6,7,6,3,2,Completed
5694,52,New York,US Open August,28/08/2000,Grand Slam,Outdoor,Hard,4th Round,5,Martin T.,Moya C.,32,55,6,7,6,7,6,1,7,6,6,2,3,2,Completed
5704,51,New York,US Open August,28/08/2003,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Delic A.,52,525,4,6,6,3,6,7,6,2,7,5,3,2,Completed
5710,51,New York,US Open August,28/08/2003,Grand Slam,Outdoor,Hard,2nd Round,5,Bjorkman J.,Delgado R.,44,158,4,6,6,4,6,4,3,6,6,3,3,2,Completed
5715,51,New York,US Open August,28/08/2003,Grand Slam,Outdoor,Hard,2nd Round,5,Carraz G.,Clement A.,100,32,3,6,1,6,6,2,7,6,6,1,3,2,Completed
5723,51,New York,US Open August,28/08/2006,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Acasuso J.,43,27,6,3,3,6,7,6,6,7,6,3,3,2,Completed
5734,51,New York,US Open August,28/08/2006,Grand Slam,Outdoor,Hard,1st Round,5,Pless K.,Martin A.,116,50,3,6,3,6,7,6,6,1,6,2,3,2,Completed
5739,51,New York,US Open August,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Karlovic I.,42,30,7,6,6,4,4,6,6,7,6,4,3,2,Completed
5742,51,New York,US Open August,28/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Odesnik W.,Udomchoke D.,153,111,6,7,6,3,6,1,3,6,7,6,3,2,Completed
5777,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Russell M.,17,107,7,6,3,6,5,7,6,4,6,1,3,2,Completed
5778,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Matosevic M.,13,62,5,7,2,6,6,4,6,2,6,4,3,2,Completed
5786,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Giraldo S.,16,46,6,3,4,6,3,6,6,4,6,4,3,2,Completed
5790,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Petzschner P.,Mahut N.,106,60,1,6,4,6,6,4,7,5,7,6,3,2,Completed
5796,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Monaco J.,68,11,3,6,1,6,6,4,7,6,7,6,3,2,Completed
5797,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Roger-Vasselin E.,59,104,3,6,5,7,6,4,6,4,7,5,3,2,Completed
5799,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Bachinger M.,39,115,6,2,4,6,6,4,6,7,7,6,3,2,Completed
5800,51,New York,US Open August,28/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Dutra Silva R.,Gabashvili T.,112,174,4,6,6,4,6,7,6,3,7,5,3,2,Completed
5807,51,New York,US Open August,28/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Devvarman S.,Lacko L.,114,84,4,6,6,1,6,2,4,6,6,4,3,2,Completed
5823,51,New York,US Open August,28/08/2014,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Bolelli S.,18,85,5,7,6,7,6,4,6,3,6,2,3,2,Completed
5825,51,New York,US Open August,28/08/2014,Grand Slam,Outdoor,Hard,2nd Round,5,Kuznetsov An.,Verdasco F.,96,37,6,3,4,6,4,6,7,5,6,3,3,2,Completed
5831,51,New York,US Open August,29/08/2003,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Calleri A.,67,19,6,2,6,7,6,3,3,6,6,3,3,2,Completed
5832,51,New York,US Open August,29/08/2003,Grand Slam,Outdoor,Hard,2nd Round,5,Tursunov D.,van Lottum J.,174,83,6,4,3,6,6,3,5,7,6,2,3,2,Completed
5833,51,New York,US Open August,29/08/2003,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Nieminen J.,13,39,5,7,6,3,6,1,4,6,7,6,3,2,Completed
5837,51,New York,US Open August,29/08/2003,Grand Slam,Outdoor,Hard,2nd Round,5,Schalken S.,Burgsmuller L.,12,85,4,6,2,6,6,2,6,2,6,0,3,2,Completed
5855,51,New York,US Open August,29/08/2005,Grand Slam,Outdoor,Hard,1st Round,5,Jenkins S.,Bastl G.,352,119,7,6,6,0,6,7,4,6,7,6,3,2,Completed
5858,51,New York,US Open August,29/08/2005,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Martin A.,13,61,6,2,6,3,1,6,6,7,6,4,3,2,Completed
5871,51,New York,US Open August,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Korolev E.,49,81,4,6,6,3,4,6,6,4,7,5,3,2,Completed
5877,51,New York,US Open August,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Garcia-Lopez G.,92,86,4,6,6,3,7,5,2,6,7,5,3,2,Completed
5883,51,New York,US Open August,29/08/2007,Grand Slam,Outdoor,Hard,1st Round,5,Gabashvili T.,Gonzalez F.,94,7,6,4,6,1,3,6,5,7,6,4,3,2,Completed
5887,51,New York,US Open August,29/08/2008,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Minar I.,37,81,6,7,3,6,6,4,6,3,6,2,3,2,Completed
5888,51,New York,US Open August,29/08/2008,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Haas T.,130,39,2,6,2,6,7,6,6,3,6,3,3,2,Completed
5894,51,New York,US Open August,29/08/2008,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Machado R.,13,200,6,7,7,6,6,4,6,7,6,0,3,2,Completed
5907,50,New York,US Open August,29/08/2011,Grand Slam,Outdoor,Hard,1st Round,5,Petzschner P.,Ramos A.,67,71,7,5,6,7,6,3,6,7,6,3,3,2,Completed
5913,50,New York,US Open August,29/08/2011,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Hanescu V.,30,72,6,2,4,6,4,6,6,3,6,2,3,2,Completed
5921,50,New York,US Open August,29/08/2011,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Troicki V.,119,16,3,6,6,3,4,6,7,5,7,5,3,2,Completed
5922,50,New York,US Open August,29/08/2011,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Bellucci T.,93,35,4,6,2,6,6,4,6,3,6,0,3,2,Completed
5923,51,New York,US Open August,29/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Levine J.,15,76,3,6,4,6,6,4,6,1,6,2,3,2,Completed
5927,51,New York,US Open August,29/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Youzhny M.,53,29,2,6,3,6,7,5,7,6,7,6,3,2,Completed
5929,51,New York,US Open August,29/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Rufin G.,9,129,4,6,3,6,6,2,6,3,6,2,3,2,Completed
5937,51,New York,US Open August,29/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Haas T.,145,21,3,6,4,6,6,4,7,5,6,3,3,2,Completed
5943,51,New York,US Open August,29/08/2012,Grand Slam,Outdoor,Hard,1st Round,5,Klahn B.,Melzer J.,489,36,4,6,6,3,7,5,5,7,6,4,3,2,Completed
5946,51,New York,US Open August,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Zopp J.,43,256,6,1,3,6,1,6,6,3,6,4,3,2,Completed
5948,51,New York,US Open August,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Bogomolov A.,Paire B.,73,28,7,5,2,6,6,4,5,7,7,6,3,2,Completed
5951,51,New York,US Open August,29/08/2013,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Blake J.,79,100,6,7,3,6,6,4,7,6,7,6,3,2,Completed
5974,51,New York,US Open August,29/08/2014,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Gulbis E.,45,12,4,6,3,6,6,4,6,3,6,3,3,2,Completed
5977,51,New York,US Open August,29/08/2014,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Klizan M.,7,65,6,3,4,6,6,2,3,6,6,3,3,2,Completed
5980,51,New York,US Open August,29/08/2014,Grand Slam,Outdoor,Hard,2nd Round,5,Granollers M.,Karlovic I.,42,30,7,6,6,7,7,6,3,6,6,4,3,2,Completed
5982,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Thompson J.,106,91,5,7,3,6,7,6,6,4,7,5,3,2,Completed
5988,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Elias G.,92,60,6,1,3,6,2,6,6,3,7,6,3,2,Completed
5990,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Benneteau J.,33,248,3,6,6,3,6,3,2,6,6,1,3,2,Completed
5994,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Tiafoe F.,21,125,3,6,4,6,7,6,6,2,7,6,3,2,Completed
5996,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Baker B.,43,312,3,6,6,7,6,4,6,2,6,2,3,2,Completed
5997,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Satral J.,Mcdonald M.,226,406,4,6,3,6,6,3,6,2,6,2,3,2,Completed
5999,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Lajovic D.,34,59,6,2,2,6,3,6,7,5,6,1,3,2,Completed
6003,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Sela D.,20,80,6,3,6,2,0,6,5,7,6,3,3,2,Completed
6007,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Fritz T.,27,53,7,6,7,5,3,6,1,6,6,4,3,2,Completed
6009,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Haase R.,195,62,4,6,7,5,6,3,4,6,6,3,3,2,Completed
6010,52,New York,US Open August,29/08/2016,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Myneni S.,49,143,7,6,4,6,2,6,6,2,7,5,3,2,Completed
6020,50,New York,US Open August,30/08/2004,Grand Slam,Outdoor,Hard,1st Round,5,Saulnier C.,Rusedski G.,62,91,6,4,3,6,6,1,3,6,7,6,3,2,Completed
